"Genus","Phylum","Subphylum","class","Family","Sp","Strain","Assembly","Phyla"
"1592","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","quadricinctus","FKII-L3-BK-DR1","GCA_022814405.1",1
"1593","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","melleus","IMV.1140","GCA_030674015.1",1
"1594","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","latus","ASFU2033","GCA_013305995.1",1
"1595","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","fumigatiaffinis","CNM-CM6457","GCA_012656295.1",1
"1596","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","fumigatiaffinis","CNM-CM5878","GCA_012656325.1",1
"1597","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","fumigatiaffinis","CNM-CM8980","GCA_012656225.1",1
"1598","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","felis",NA,"GCA_014281915.1",1
"1599","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","latus","NIH","GCA_013306175.1",1
"1600","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","sp.","MA.6041","GCA_003138005.1",1
"1601","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","latus","MO46149","GCA_013305935.1",1
"1602","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","latus","ASFU1710","GCA_013306895.1",1
"1603","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","felis",NA,"GCA_014281895.1",1
"1604","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","latus","ASFU1908","GCA_013305975.1",1
"1605","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","nidulans","FGSC.A4","GCA_000149205.2",1
"1606","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","nidulans","FGSC.A4","GCF_000149205.2",1
"1607","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","unguis","NII.08123","GCA_003324175.1",1
"1608","Aspergillus","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillaceae","terreus","ATCC.20542","GCA_000166915.1",1
"1609","Astrocystis","Ascomycota","Pezizomycotina","Sordariomycetes","Xylariaceae","sublimbata","CBS.130006","GCA_022453515.1",1
"1610","Aulographum","Ascomycota","Pezizomycotina","Dothideomycetes","Aulographaceae","hederae","CBS.113979","GCA_010015705.1",1
"1611","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","namibiae","CBS.147.97","GCA_000721765.1",1
"1612","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","namibiae","CBS.147.97","GCF_000721765.1",1
"1613","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2481","GCA_000721755.1",1
"1614","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2481","GCF_000721755.1",1
"1615","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","mustum",NA,"GCA_903819665.1",1
"1616","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","vineae",NA,"GCA_903819635.1",1
"1617","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","uvarum",NA,"GCA_903853725.1",1
"1618","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-150","GCA_000721785.1",1
"1619","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-150","GCF_000721785.1",1
"1620","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","CBS.110374","GCA_000721775.1",1
"1621","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","CBS.110374","GCF_000721775.1",1
"1622","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","zeae","KZ1","GCA_017580825.2",1
"1623","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","P6","GCA_003992365.1",1
"1624","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","mangrovei",NA,"GCA_021014315.1",1
"1625","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","leucospermi","VS.I.D.KN.2","GCA_019775405.1",1
"1626","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","Y128-05A","GCA_037042735.1",1
"1627","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","M94-06E","GCA_037040395.1",1
"1628","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","XJ5-1","GCA_019677095.1",1
"1629","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-10728","GCA_023848605.1",1
"1630","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","TD-062","GCA_022575945.1",1
"1631","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-3399","GCA_019924955.1",1
"1632","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-10727","GCA_023848595.1",1
"1633","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","lini","FJII-L3-CM-P3","GCA_022813425.1",1
"1634","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.",NA,"GCA_001914275.1",1
"1635","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-3400","GCA_024195585.1",1
"1636","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-12298","GCA_024195555.1",1
"1637","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-12344","GCA_024195545.1",1
"1638","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-8846","GCA_024195485.1",1
"1639","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","sp.","EXF-8845","GCA_024195465.1",1
"1640","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","P16","GCA_017949455.1",1
"1641","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","TN3-1","GCA_017949655.1",1
"1642","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","CBS.105.22","GCA_018290055.1",1
"1643","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_903819485.1",1
"1644","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_903819465.1",1
"1645","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_903819455.1",1
"1646","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_903819495.1",1
"1647","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","16","GCA_031010245.1",1
"1648","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_903819115.1",1
"1649","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","MHAU2101","GCA_037042995.1",1
"1650","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","NRRL.62031","GCA_023079325.1",1
"1651","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","NRRL.62042","GCA_036418965.1",1
"1652","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_4S_B_1","GCA_018408745.1",1
"1653","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_1S_P_3A","GCA_018410165.1",1
"1654","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","CGMCC.23063","GCA_036850625.1",1
"1655","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_3S_1A_F","GCA_018408835.1",1
"1656","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_1S_YPD","GCA_018408545.1",1
"1657","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","Aurpu_var_pul1","GCA_023079225.1",1
"1658","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_2S_YPD","GCA_018408515.1",1
"1659","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_5S_YPD","GCA_018408375.1",1
"1660","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_1A_YPD","GCA_018408595.1",1
"1661","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_2A_YPD","GCA_018408505.1",1
"1662","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_3S_1C_F","GCA_018408735.1",1
"1663","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","ATCC.15233","GCA_037367325.1",1
"1664","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","CCTCC.M.2012259","GCA_003336255.1",1
"1665","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F7_6S_YPD","GCA_018408415.1",1
"1666","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_3S_1B_F","GCA_018408725.1",1
"1667","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","F6_1S_B_1B","GCA_018410155.1",1
"1668","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","CRUB.1823","GCA_024115135.1",1
"1669","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10085","GCA_004917355.1",1
"1670","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","DH177","GCA_017165705.1",1
"1671","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-4256","GCA_004917555.1",1
"1672","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3645","GCA_004918275.1",1
"1673","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","P25","GCA_003574545.1",1
"1674","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-2618","GCA_004918245.1",1
"1675","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-6519","GCA_004917495.1",1
"1676","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10751","GCA_004917205.1",1
"1677","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","CBS.100524","GCA_015251385.1",1
"1678","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10081","GCA_004917375.1",1
"1679","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-8127","GCA_004917445.1",1
"1680","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3403","GCA_004918115.1",1
"1681","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11013","GCA_004917185.1",1
"1682","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10507","GCA_004917335.1",1
"1683","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3670","GCA_004917815.1",1
"1684","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10796","GCA_004917255.1",1
"1685","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-8841","GCA_004917615.1",1
"1686","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-8128","GCA_004917435.1",1
"1687","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11014","GCA_004917165.1",1
"1688","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3780","GCA_004917755.1",1
"1689","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-1645","GCA_004917825.1",1
"1690","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3374","GCA_004918145.1",1
"1691","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-676","GCA_004918195.1",1
"1692","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-9785","GCA_004917385.1",1
"1693","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-8126","GCA_004917625.1",1
"1694","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3358","GCA_004918165.1",1
"1695","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-8828","GCA_004917425.1",1
"1696","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-6267","GCA_004917665.1",1
"1697","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3519","GCA_004918105.1",1
"1698","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10659","GCA_004917275.1",1
"1699","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-6604","GCA_004917485.1",1
"1700","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11318","GCA_004917135.1",1
"1701","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11900","GCA_004917105.1",1
"1702","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-6298","GCA_004917525.1",1
"1703","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3863","GCA_004917725.1",1
"1704","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-674","GCA_004918505.1",1
"1705","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-1668","GCA_004918575.1",1
"1706","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-6514","GCA_004917505.1",1
"1707","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11991","GCA_004917145.1",1
"1708","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3984","GCA_004917795.1",1
"1709","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10080","GCA_004917605.1",1
"1710","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3844","GCA_004917745.1",1
"1711","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-4010","GCA_004917705.1",1
"1712","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11323","GCA_004917225.1",1
"1713","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-9399","GCA_004917415.1",1
"1714","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10632","GCA_004917305.1",1
"1715","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3750","GCA_004918215.1",1
"1716","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-10629","GCA_004917595.1",1
"1717","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-5628","GCA_004917685.1",1
"1718","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11825","GCA_004917155.1",1
"1719","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-3380","GCA_004918535.1",1
"1720","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","EXF-11319","GCA_004917115.1",1
"1721","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans","AY4","GCA_000294735.1",1
"1722","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","ATCC.62921","GCA_016807825.1",1
"1723","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","ATCC.62921","GCA_020231955.1",1
"1724","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","HN6.2","GCA_002156615.1",1
"1725","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9262","GCA_019924415.1",1
"1726","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-3371","GCA_019925035.1",1
"1727","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10726","GCA_019923975.1",1
"1728","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9272","GCA_019924425.1",1
"1729","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-3378","GCA_019925005.1",1
"1730","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9906","GCA_019924175.1",1
"1731","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-3233","GCA_019925055.1",1
"1732","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10372","GCA_019924015.1",1
"1733","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-7946","GCA_019924835.1",1
"1734","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9539","GCA_019924265.1",1
"1735","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8044","GCA_019924725.1",1
"1736","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","W12","GCA_014595575.1",1
"1737","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","P5","GCA_025604605.1",1
"1738","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8022","GCA_019924715.1",1
"1739","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-7932","GCA_019924815.1",1
"1740","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","P16","GCA_019915885.1",1
"1741","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8016","GCA_019924825.1",1
"1742","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-924","GCA_019925085.1",1
"1743","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","W12","GCA_030867465.1",1
"1744","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-3397","GCA_019924995.1",1
"1745","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9540","GCA_019924255.1",1
"1746","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9911","GCA_019924195.1",1
"1747","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-4450","GCA_019924895.1",1
"1748","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-6171","GCA_019924875.1",1
"1749","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9937","GCA_019924185.1",1
"1750","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9484","GCA_019924355.1",1
"1751","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9298","GCA_019924535.1",1
"1752","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9313","GCA_019924465.1",1
"1753","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-11028","GCA_019924025.1",1
"1754","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9470","GCA_019924555.1",1
"1755","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9304","GCA_019924485.1",1
"1756","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8258","GCA_019925775.1",1
"1757","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8986","GCA_019924615.1",1
"1758","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9454","GCA_019924435.1",1
"1759","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10064","GCA_019924275.1",1
"1760","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9877","GCA_019924735.1",1
"1761","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8492","GCA_019924755.1",1
"1762","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8702","GCA_019924575.1",1
"1763","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-5590","GCA_019924905.1",1
"1764","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10066","GCA_019924135.1",1
"1765","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9887","GCA_019924395.1",1
"1766","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8689","GCA_019924655.1",1
"1767","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10061","GCA_019924155.1",1
"1768","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10062","GCA_019924215.1",1
"1769","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8695","GCA_019924675.1",1
"1770","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-8678","GCA_019924695.1",1
"1771","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9516","GCA_019924375.1",1
"1772","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-9875","GCA_019924315.1",1
"1773","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-10333","GCA_019924115.1",1
"1774","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-11060","GCA_019924295.1",1
"1775","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-11403","GCA_019924775.1",1
"1776","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","EXF-926","GCA_019925215.1",1
"1777","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","melanogenum","FJII-L3-CM-P1","GCA_022814665.1",1
"1778","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-4632","GCA_024244335.1",1
"1779","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-12336","GCA_024244225.1",1
"1780","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2425","GCA_024244315.1",1
"1781","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2491","GCA_024244585.1",1
"1782","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2427","GCA_024244235.1",1
"1783","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2428","GCA_024244305.1",1
"1784","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-11962","GCA_024244255.1",1
"1785","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","subglaciale","EXF-2450","GCA_024244275.1",1
"1786","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_001678115.1",1
"1787","Aureobasidium","Ascomycota","Pezizomycotina","Dothideomycetes","Saccotheciaceae","pullulans",NA,"GCA_937873235.1",1
