Phylum,Subphylum,Assembly
Ascomycota,Saccharomycotina,GCA_900177845.1
Ascomycota,Saccharomycotina,GCA_015251915.1
Ascomycota,Saccharomycotina,GCA_900177985.1
Ascomycota,Saccharomycotina,GCA_025503465.1
Ascomycota,Saccharomycotina,GCA_900177905.1
Ascomycota,Saccharomycotina,GCA_900177865.1
Ascomycota,Saccharomycotina,GCA_900178025.1
Ascomycota,Saccharomycotina,GCA_900177855.1
Ascomycota,Saccharomycotina,GCA_900177925.1
Ascomycota,Saccharomycotina,GCA_900177885.1
Ascomycota,Saccharomycotina,GCA_900177835.1
Ascomycota,Saccharomycotina,GCA_000756235.1
Ascomycota,Saccharomycotina,GCA_900177875.1
Ascomycota,Saccharomycotina,GCA_900177945.1
Ascomycota,Saccharomycotina,GCA_000218975.1
Ascomycota,Saccharomycotina,GCA_013047185.1
Ascomycota,Saccharomycotina,GCA_011393135.1
Ascomycota,Saccharomycotina,GCA_011393185.1
Ascomycota,Saccharomycotina,GCA_011393235.1
Ascomycota,Saccharomycotina,GCA_000192515.1
Ascomycota,Saccharomycotina,GCA_011393105.1
Ascomycota,Saccharomycotina,GCA_000182175.1
Ascomycota,Saccharomycotina,GCA_000209305.1
Ascomycota,Saccharomycotina,GCA_000756245.1
Ascomycota,Saccharomycotina,GCA_000308935.1
Ascomycota,Saccharomycotina,GCA_000416405.1
Ascomycota,Saccharomycotina,GCA_000365105.1
Ascomycota,Saccharomycotina,GCA_000365045.1
Ascomycota,Saccharomycotina,GCA_000723645.1
Ascomycota,Saccharomycotina,GCA_000149365.1
Ascomycota,Saccharomycotina,GCA_000365065.1
Ascomycota,Saccharomycotina,GCA_000365125.1
Ascomycota,Saccharomycotina,GCA_000365085.1
Ascomycota,Saccharomycotina,GCA_000326005.1
Ascomycota,Saccharomycotina,GCA_000209365.1
Ascomycota,Saccharomycotina,GCA_000508805.2
Ascomycota,Saccharomycotina,GCA_011393275.1
Ascomycota,Saccharomycotina,GCA_000508825.2
Ascomycota,Saccharomycotina,GCA_011393195.1
Ascomycota,Saccharomycotina,GCA_000182095.2
Ascomycota,Saccharomycotina,GCA_000192455.1
Ascomycota,Saccharomycotina,GCA_000209285.1
Ascomycota,Saccharomycotina,GCA_000192555.1
Ascomycota,Saccharomycotina,GCA_000234495.1
Ascomycota,Saccharomycotina,GCA_000209265.1
Ascomycota,Saccharomycotina,GCA_011393215.1
Ascomycota,Saccharomycotina,GCA_000182075.2
Ascomycota,Saccharomycotina,GCA_011393155.1
Ascomycota,Saccharomycotina,GCA_011393115.1
Ascomycota,Saccharomycotina,GCA_000192535.1
Ascomycota,Saccharomycotina,GCA_013180735.1
Ascomycota,Saccharomycotina,GCA_013181515.1
Ascomycota,Saccharomycotina,GCA_013180355.1
Ascomycota,Saccharomycotina,GCA_013180745.1
Ascomycota,Saccharomycotina,GCA_001640265.1
Ascomycota,Saccharomycotina,GCA_013179845.1
Ascomycota,Saccharomycotina,GCA_013179775.1
Ascomycota,Saccharomycotina,GCA_013181485.1
Ascomycota,Saccharomycotina,GCA_013181375.1
Ascomycota,Saccharomycotina,GCA_003004515.1
Ascomycota,Saccharomycotina,GCA_000805465.1
Ascomycota,Saccharomycotina,GCA_001483345.1
Ascomycota,Saccharomycotina,GCA_013265755.1
Ascomycota,Saccharomycotina,GCA_013180645.1
Ascomycota,Saccharomycotina,GCA_001515485.2
Ascomycota,Saccharomycotina,GCA_013179865.1
Ascomycota,Saccharomycotina,GCA_000586535.1
Ascomycota,Saccharomycotina,GCA_000182115.1
Ascomycota,Saccharomycotina,GCA_000287895.1
Ascomycota,Saccharomycotina,GCA_918221285.1
Ascomycota,Saccharomycotina,GCA_918280685.1
Ascomycota,Saccharomycotina,GCA_030504475.1
Ascomycota,Saccharomycotina,GCA_002242635.1
Ascomycota,Saccharomycotina,GCA_918298155.1
Ascomycota,Saccharomycotina,GCA_002242645.1
Ascomycota,Saccharomycotina,GCA_918264245.1
Ascomycota,Saccharomycotina,GCA_013180235.1
Ascomycota,Saccharomycotina,GCA_918269355.1
Ascomycota,Saccharomycotina,GCA_002242715.1
Ascomycota,Saccharomycotina,7
Ascomycota,Saccharomycotina,GCA_002242675.1
Ascomycota,Saccharomycotina,GCA_013180005.1
Ascomycota,Saccharomycotina,GCA_013179815.1
Ascomycota,Saccharomycotina,GCA_013180255.1
Ascomycota,Saccharomycotina,GCA_918261815.1
Ascomycota,Saccharomycotina,GCA_013180195.1
Ascomycota,Saccharomycotina,GCA_013265775.1
Ascomycota,Saccharomycotina,GCA_013179955.1
Ascomycota,Saccharomycotina,GCA_013180055.1
Ascomycota,Saccharomycotina,GCA_013180345.1
Ascomycota,Saccharomycotina,GCA_013265705.1
Ascomycota,Saccharomycotina,GCA_013181555.1
Ascomycota,Saccharomycotina,GCA_013179855.1
Ascomycota,Saccharomycotina,GCA_013179965.1
Ascomycota,Saccharomycotina,GCA_013265745.1
Ascomycota,Saccharomycotina,GCA_013179935.1
Ascomycota,Saccharomycotina,GCA_000732305.1
Ascomycota,Saccharomycotina,GCA_013179785.1
Ascomycota,Saccharomycotina,GCA_000167035.1
Ascomycota,Saccharomycotina,GCA_000166995.1
Ascomycota,Saccharomycotina,GCA_001545905.1
Ascomycota,Saccharomycotina,GCA_021216695.1
Ascomycota,Saccharomycotina,GCA_001545975.1
Ascomycota,Saccharomycotina,GCA_001625055.1
Ascomycota,Saccharomycotina,GCA_004352965.1
Ascomycota,Saccharomycotina,GCA_004352945.1
Ascomycota,Saccharomycotina,GCA_004352955.1
Ascomycota,Saccharomycotina,GCA_004353105.1
Ascomycota,Saccharomycotina,GCA_004353035.1
Ascomycota,Saccharomycotina,GCA_004353095.1
Ascomycota,Saccharomycotina,GCA_918221835.1
Ascomycota,Saccharomycotina,GCA_021403545.1
Ascomycota,Saccharomycotina,GCA_021403665.1
Ascomycota,Saccharomycotina,GCA_021403305.1
Ascomycota,Saccharomycotina,GCA_021403695.1
Ascomycota,Saccharomycotina,GCA_021403465.1
Ascomycota,Saccharomycotina,GCA_021403315.1
Ascomycota,Saccharomycotina,GCA_021403425.1
Ascomycota,Saccharomycotina,GCA_021513805.1
Ascomycota,Saccharomycotina,GCA_021403175.1
Ascomycota,Saccharomycotina,GCA_021403505.1
Ascomycota,Saccharomycotina,GCA_021403565.1
Ascomycota,Saccharomycotina,GCA_021403165.1
Ascomycota,Saccharomycotina,GCA_021403295.1
Ascomycota,Saccharomycotina,GCA_918265645.1
Ascomycota,Saccharomycotina,GCA_021403155.1
Ascomycota,Saccharomycotina,GCA_021403145.1
Ascomycota,Saccharomycotina,GCA_021403455.1
Ascomycota,Saccharomycotina,GCA_021403335.1
Ascomycota,Saccharomycotina,GCA_021403605.1
Ascomycota,Saccharomycotina,GCA_021403135.1
Ascomycota,Saccharomycotina,GCA_021403405.1
Ascomycota,Saccharomycotina,GCA_021437065.1
Ascomycota,Saccharomycotina,GCA_021437045.1
Ascomycota,Saccharomycotina,GCA_021403275.1
Ascomycota,Saccharomycotina,GCA_021403755.1
Ascomycota,Saccharomycotina,GCA_021403765.1
Ascomycota,Saccharomycotina,GCA_021403725.1
Ascomycota,Saccharomycotina,GCA_021437055.1
Ascomycota,Saccharomycotina,GCA_021403785.1
Ascomycota,Saccharomycotina,GCA_918281175.1
Ascomycota,Saccharomycotina,GCA_021403645.1
Ascomycota,Saccharomycotina,GCA_000442675.2
Ascomycota,Saccharomycotina,GCA_029873595.1
Ascomycota,Saccharomycotina,GCA_949649765.1
Ascomycota,Saccharomycotina,GCA_013180165.1
Ascomycota,Saccharomycotina,GCA_013180065.1
Ascomycota,Saccharomycotina,GCA_013180125.1
Ascomycota,Saccharomycotina,GCA_918298305.1
Ascomycota,Saccharomycotina,GCA_918246195.1
Ascomycota,Saccharomycotina,GCA_918265445.1
Ascomycota,Saccharomycotina,GCA_918265725.1
Ascomycota,Saccharomycotina,GCA_918271895.1
Ascomycota,Saccharomycotina,GCA_013181345.1
Ascomycota,Saccharomycotina,GCA_918282095.1
Ascomycota,Saccharomycotina,GCA_918257225.1
Ascomycota,Saccharomycotina,GCA_918268175.1
Ascomycota,Saccharomycotina,GCA_000257045.1
Ascomycota,Saccharomycotina,GCA_000257065.1
Ascomycota,Saccharomycotina,GCA_000257105.1
Ascomycota,Saccharomycotina,GCA_000256055.1
Ascomycota,Saccharomycotina,GCA_000257085.1
Ascomycota,Saccharomycotina,GCA_000256865.1
Ascomycota,Saccharomycotina,GCA_000256985.1
Ascomycota,Saccharomycotina,GCA_000257005.1
Ascomycota,Saccharomycotina,GCA_000256845.1
Ascomycota,Saccharomycotina,GCA_000256885.1
Ascomycota,Saccharomycotina,GCA_000256825.1
Ascomycota,Saccharomycotina,GCA_000257025.1
Ascomycota,Saccharomycotina,GCA_000256925.1
Ascomycota,Saccharomycotina,GCA_000256905.1
Ascomycota,Saccharomycotina,GCA_000256805.1
Ascomycota,Saccharomycotina,GCA_009665985.1
Ascomycota,Saccharomycotina,GCA_009667415.1
Ascomycota,Saccharomycotina,GCA_009665535.1
Ascomycota,Saccharomycotina,GCA_009667545.1
Ascomycota,Saccharomycotina,GCA_009666265.1
Ascomycota,Saccharomycotina,GCA_009665545.1
Ascomycota,Saccharomycotina,GCA_003004545.1
Ascomycota,Saccharomycotina,GCA_918272125.1
Ascomycota,Saccharomycotina,GCA_000326105.1
Ascomycota,Saccharomycotina,GCA_009666015.1
Ascomycota,Saccharomycotina,GCA_009665905.1
Ascomycota,Saccharomycotina,GCA_009665865.1
Ascomycota,Saccharomycotina,GCA_009667125.1
Ascomycota,Saccharomycotina,GCA_009665685.1
Ascomycota,Saccharomycotina,GCA_009665565.1
Ascomycota,Saccharomycotina,GCA_009667295.1
Ascomycota,Saccharomycotina,GCA_009665795.1
Ascomycota,Saccharomycotina,GCA_009666655.1
Ascomycota,Saccharomycotina,GCA_009666115.1
Ascomycota,Saccharomycotina,GCA_009665705.1
Ascomycota,Saccharomycotina,GCA_009666025.1
Ascomycota,Saccharomycotina,GCA_009666635.1
Ascomycota,Saccharomycotina,GCA_009666185.1
Ascomycota,Saccharomycotina,GCA_009666145.1
Ascomycota,Saccharomycotina,GCA_009665995.1
Ascomycota,Saccharomycotina,GCA_009666575.1
Ascomycota,Saccharomycotina,GCA_009666665.1
Ascomycota,Saccharomycotina,GCA_009666195.1
Ascomycota,Saccharomycotina,GCA_009665675.1
Ascomycota,Saccharomycotina,GCA_009666255.1
Ascomycota,Saccharomycotina,GCA_009665725.1
Ascomycota,Saccharomycotina,GCA_009667515.1
Ascomycota,Saccharomycotina,GCA_009665875.1
Ascomycota,Saccharomycotina,GCA_009665625.1
Ascomycota,Saccharomycotina,GCA_009666725.1
Ascomycota,Saccharomycotina,GCA_009667215.1
Ascomycota,Saccharomycotina,GCA_009667345.1
Ascomycota,Saccharomycotina,GCA_009665575.1
Ascomycota,Saccharomycotina,GCA_009667335.1
Ascomycota,Saccharomycotina,GCA_009666085.1
Ascomycota,Saccharomycotina,GCA_009665755.1
Ascomycota,Saccharomycotina,GCA_009666355.1
Ascomycota,Saccharomycotina,GCA_009666095.1
Ascomycota,Saccharomycotina,GCA_009665895.1
Ascomycota,Saccharomycotina,GCA_918268255.1
Ascomycota,Saccharomycotina,GCA_009667275.1
Ascomycota,Saccharomycotina,GCA_009666495.1
Ascomycota,Saccharomycotina,GCA_009666335.1
Ascomycota,Saccharomycotina,GCA_009666755.1
Ascomycota,Saccharomycotina,GCA_009667145.1
Ascomycota,Saccharomycotina,GCA_009667385.1
Ascomycota,Saccharomycotina,GCA_009667195.1
Ascomycota,Saccharomycotina,GCA_009667045.1
Ascomycota,Saccharomycotina,GCA_009666475.1
Ascomycota,Saccharomycotina,GCA_009666445.1
Ascomycota,Saccharomycotina,GCA_009666955.1
Ascomycota,Saccharomycotina,GCA_009666905.1
Ascomycota,Saccharomycotina,GCA_009667075.1
Ascomycota,Saccharomycotina,GCA_009666585.1
Ascomycota,Saccharomycotina,GCA_009666405.1
Ascomycota,Saccharomycotina,GCA_009666865.1
Ascomycota,Saccharomycotina,GCA_009666845.1
Ascomycota,Saccharomycotina,GCA_009666535.1
Ascomycota,Saccharomycotina,GCA_009666875.1
Ascomycota,Saccharomycotina,GCA_009666765.1
Ascomycota,Saccharomycotina,GCA_013180665.1
Ascomycota,Saccharomycotina,GCA_000975885.2
Ascomycota,Saccharomycotina,GCA_000978045.2
Ascomycota,Saccharomycotina,GCA_000976185.3
Ascomycota,Saccharomycotina,GCA_000975855.3
Ascomycota,Saccharomycotina,GCA_000977775.3
Ascomycota,Saccharomycotina,GCA_900682665.1
Ascomycota,Saccharomycotina,GCA_003277255.1
Ascomycota,Saccharomycotina,GCA_009663245.1
Ascomycota,Saccharomycotina,GCA_003272945.1
Ascomycota,Saccharomycotina,GCA_028975445.1
Ascomycota,Saccharomycotina,GCA_030036355.2
Ascomycota,Saccharomycotina,GCA_949123285.1
Ascomycota,Saccharomycotina,GCA_030036215.2
Ascomycota,Saccharomycotina,GCA_949122205.1
Ascomycota,Saccharomycotina,GCA_012275245.1
Ascomycota,Saccharomycotina,GCA_949122425.1
Phylum,Subphylum,Assembly
Ascomycota,Saccharomycotina,GCA_030036295.2
Ascomycota,Saccharomycotina,GCA_949122555.1
Ascomycota,Saccharomycotina,GCA_030036475.2
Ascomycota,Saccharomycotina,GCA_949123125.1
Ascomycota,Saccharomycotina,GCA_030036335.2
Ascomycota,Saccharomycotina,GCA_949123915.1
Ascomycota,Saccharomycotina,GCA_030036455.2
Ascomycota,Saccharomycotina,GCA_949123795.1
Ascomycota,Saccharomycotina,GCA_030036095.2
Ascomycota,Saccharomycotina,GCA_949122235.1
Ascomycota,Saccharomycotina,GCA_030036235.2
Ascomycota,Saccharomycotina,GCA_949123935.1
Ascomycota,Saccharomycotina,GCA_030036115.2
Ascomycota,Saccharomycotina,GCA_949123435.1
Ascomycota,Saccharomycotina,GCA_030036155.2
Ascomycota,Saccharomycotina,GCA_949122215.1
Ascomycota,Saccharomycotina,GCA_949121745.1
Ascomycota,Saccharomycotina,GCA_030036135.2
Ascomycota,Saccharomycotina,GCA_949123835.1
Ascomycota,Saccharomycotina,GCA_030036175.2
Ascomycota,Saccharomycotina,GCA_949123715.1
Ascomycota,Saccharomycotina,GCA_949123195.1
Ascomycota,Saccharomycotina,GCA_023375095.1
Ascomycota,Saccharomycotina,GCA_900178115.1
Ascomycota,Saccharomycotina,GCA_030036315.2
Ascomycota,Saccharomycotina,GCA_949122505.1
Ascomycota,Saccharomycotina,GCA_949123295.1
Ascomycota,Saccharomycotina,GCA_013183905.1
Ascomycota,Saccharomycotina,GCA_030267605.1
Ascomycota,Saccharomycotina,GCA_949121635.1
Ascomycota,Saccharomycotina,GCA_030267525.1
Ascomycota,Saccharomycotina,GCA_030267465.1
Ascomycota,Saccharomycotina,GCA_013181185.1
Ascomycota,Saccharomycotina,GCA_030267645.1
Ascomycota,Saccharomycotina,GCA_029301735.1
Ascomycota,Saccharomycotina,GCA_030267545.1
Ascomycota,Saccharomycotina,GCA_013183875.1
Ascomycota,Saccharomycotina,GCA_013183865.1
Ascomycota,Saccharomycotina,GCA_029290615.1
Ascomycota,Saccharomycotina,GCA_946466885.1
Ascomycota,Saccharomycotina,GCA_013181305.1
Ascomycota,Saccharomycotina,GCA_947343375.1
Ascomycota,Saccharomycotina,GCA_013181225.1
Ascomycota,Saccharomycotina,GCA_900178035.1
Ascomycota,Saccharomycotina,GCA_946462225.1
Ascomycota,Saccharomycotina,GCA_029300775.1
Ascomycota,Saccharomycotina,GCA_013183845.1
Ascomycota,Saccharomycotina,GCA_013181245.1
Ascomycota,Saccharomycotina,GCA_900178055.1
Ascomycota,Saccharomycotina,GCA_001578385.1
Ascomycota,Saccharomycotina,GCA_900177965.1
Ascomycota,Saccharomycotina,GCA_009667455.1
Ascomycota,Saccharomycotina,GCA_900177955.1
Ascomycota,Saccharomycotina,GCA_001305865.1
Ascomycota,Saccharomycotina,GCA_011393095.1
Ascomycota,Saccharomycotina,GCA_001611835.1
Ascomycota,Saccharomycotina,GCA_011393125.1
Ascomycota,Saccharomycotina,GCA_000192495.1
Ascomycota,Saccharomycotina,GCA_000192375.1
Ascomycota,Saccharomycotina,GCA_013368685.1
Ascomycota,Saccharomycotina,GCA_013368665.1
Ascomycota,Saccharomycotina,GCA_000209345.1
Ascomycota,Saccharomycotina,GCA_013181535.1
Ascomycota,Saccharomycotina,GCA_013183795.1
Ascomycota,Saccharomycotina,GCA_937872545.1
Ascomycota,Saccharomycotina,GCA_000256745.1
Ascomycota,Saccharomycotina,GCA_000256785.1
Ascomycota,Saccharomycotina,GCA_000256765.1
Ascomycota,Saccharomycotina,GCA_000256965.1
Ascomycota,Saccharomycotina,GCA_009667225.1
Ascomycota,Saccharomycotina,GCA_009666965.1
Ascomycota,Saccharomycotina,GCA_009666835.1
Ascomycota,Saccharomycotina,GCA_025383845.1
Ascomycota,Saccharomycotina,GCA_029403705.1
Ascomycota,Saccharomycotina,GCA_000091065.2
Ascomycota,Saccharomycotina,GCA_022626425.1
Ascomycota,Saccharomycotina,GCA_020342235.1
Ascomycota,Saccharomycotina,GCA_001936155.1
Ascomycota,Saccharomycotina,GCA_004014935.1
Ascomycota,Saccharomycotina,GCA_001936135.1
Ascomycota,Saccharomycotina,GCA_030578595.1
Ascomycota,Saccharomycotina,GCA_002564235.1
Ascomycota,Saccharomycotina,GCA_031125455.1
Ascomycota,Saccharomycotina,GCA_031125475.1
Ascomycota,Saccharomycotina,GCA_002564245.1
Ascomycota,Saccharomycotina,GCA_031125485.1
Ascomycota,Saccharomycotina,GCA_031125705.1
Ascomycota,Saccharomycotina,GCA_031125405.1
Ascomycota,Saccharomycotina,GCA_031125765.1
Ascomycota,Saccharomycotina,GCA_031124825.1
Ascomycota,Saccharomycotina,GCA_037102585.1
Ascomycota,Saccharomycotina,GCA_031124835.1
Ascomycota,Saccharomycotina,GCA_031125595.1
Ascomycota,Saccharomycotina,GCA_030490795.1
Ascomycota,Saccharomycotina,GCA_002895615.1
Ascomycota,Saccharomycotina,GCA_010994365.1
Ascomycota,Saccharomycotina,GCA_030450195.1
Ascomycota,Saccharomycotina,GCA_030564765.1
Ascomycota,Saccharomycotina,GCA_030583325.1
Ascomycota,Saccharomycotina,GCA_030571755.1
Ascomycota,Saccharomycotina,GCA_037355385.1
Ascomycota,Saccharomycotina,GCA_001936275.1
Ascomycota,Saccharomycotina,GCA_023497445.1
Ascomycota,Saccharomycotina,GCA_030583195.1
Ascomycota,Saccharomycotina,GCA_031126305.1
Ascomycota,Saccharomycotina,GCA_030571695.1
Ascomycota,Saccharomycotina,GCA_001599215.1
Ascomycota,Saccharomycotina,GCA_031125505.1
Ascomycota,Saccharomycotina,GCA_031125535.1
Ascomycota,Saccharomycotina,GCA_031124815.1
Ascomycota,Saccharomycotina,GCA_030556795.1
Ascomycota,Saccharomycotina,GCA_031125555.1
Ascomycota,Saccharomycotina,GCA_030555645.1
Ascomycota,Saccharomycotina,GCA_003243015.1
Ascomycota,Saccharomycotina,GCA_003705375.1
Ascomycota,Saccharomycotina,GCA_030583215.1
Ascomycota,Saccharomycotina,GCA_030575275.1
Ascomycota,Saccharomycotina,GCA_031125275.1
Ascomycota,Saccharomycotina,GCA_030556975.1
Ascomycota,Saccharomycotina,GCA_030575075.1
Ascomycota,Saccharomycotina,GCA_030562025.1
Ascomycota,Saccharomycotina,GCA_031125215.1
Ascomycota,Saccharomycotina,GCA_031125685.1
Ascomycota,Saccharomycotina,GCA_031125585.1
Ascomycota,Saccharomycotina,GCA_010994405.1
Ascomycota,Saccharomycotina,GCA_030575215.1
Ascomycota,Saccharomycotina,GCA_030575235.1
Ascomycota,Saccharomycotina,GCA_012062855.1
Ascomycota,Saccharomycotina,GCA_031126225.1
Ascomycota,Saccharomycotina,GCA_031126125.1
Ascomycota,Saccharomycotina,GCA_031125625.1
Ascomycota,Saccharomycotina,GCA_031125665.1
Ascomycota,Saccharomycotina,GCA_031125675.1
Ascomycota,Saccharomycotina,GCA_030564985.1
Ascomycota,Saccharomycotina,GCA_037355495.1
Ascomycota,Saccharomycotina,GCA_031125575.1
Ascomycota,Saccharomycotina,GCA_030562005.1
Ascomycota,Saccharomycotina,GCA_031125185.1
Ascomycota,Saccharomycotina,GCA_037355555.1
Ascomycota,Saccharomycotina,GCA_031124845.1
Ascomycota,Saccharomycotina,GCA_031124935.1
Ascomycota,Saccharomycotina,GCA_037355565.1
Ascomycota,Saccharomycotina,GCA_031762995.1
Ascomycota,Saccharomycotina,GCA_031126345.1
Ascomycota,Saccharomycotina,GCA_031126365.1
Ascomycota,Saccharomycotina,GCA_031126325.1
Ascomycota,Saccharomycotina,GCA_031125565.1
Ascomycota,Saccharomycotina,GCA_031126435.1
Ascomycota,Saccharomycotina,GCA_031126355.1
Ascomycota,Taphrinomycotina,GCA_001661265.1
Ascomycota,Taphrinomycotina,GCF_001661265.1
Ascomycota,Taphrinomycotina,GCA_000227095.3
Ascomycota,Pezizomycotina,GCA_008271525.1
Ascomycota,Pezizomycotina,GCA_030435815.1
Ascomycota,Pezizomycotina,GCA_030734395.1
Ascomycota,Pezizomycotina,GCA_001972265.1
Ascomycota,Pezizomycotina,GCA_021176775.1
Ascomycota,Pezizomycotina,GCA_029379155.1
Ascomycota,Pezizomycotina,GCA_037043775.1
Ascomycota,Pezizomycotina,GCA_900290465.1
Ascomycota,Pezizomycotina,GCA_001605845.1
Ascomycota,Saccharomycotina,GCA_003705435.2
Ascomycota,Saccharomycotina,GCA_030579555.1
Ascomycota,Saccharomycotina,GCA_030570395.1
Ascomycota,Saccharomycotina,GCA_030579535.1
Ascomycota,Saccharomycotina,GCA_030564945.1
Ascomycota,Saccharomycotina,GCA_030563645.1
Ascomycota,Saccharomycotina,GCA_030570415.1
Ascomycota,Saccharomycotina,GCA_030581435.1
Ascomycota,Saccharomycotina,GCA_003707255.2
Ascomycota,Saccharomycotina,GCA_030557035.1
Ascomycota,Saccharomycotina,GCA_030462855.1
Ascomycota,Saccharomycotina,GCA_030564545.1
Ascomycota,Saccharomycotina,GCA_030560905.1
Ascomycota,Saccharomycotina,GCA_030563565.1
Ascomycota,Saccharomycotina,GCA_003708095.3
Ascomycota,Saccharomycotina,GCA_030563185.1
Ascomycota,Saccharomycotina,GCA_030571455.1
Ascomycota,Saccharomycotina,GCA_030584985.1
Ascomycota,Saccharomycotina,GCA_003707305.1
Ascomycota,Saccharomycotina,GCA_003707315.2
Ascomycota,Saccharomycotina,GCA_003705365.1
Ascomycota,Saccharomycotina,GCA_003243065.1
Ascomycota,Saccharomycotina,GCA_003705415.1
Ascomycota,Saccharomycotina,GCA_000209165.1
Ascomycota,Saccharomycotina,GCF_000209165.1
Ascomycota,Saccharomycotina,GCA_030564745.1
Ascomycota,Saccharomycotina,GCA_036850825.1
Ascomycota,Saccharomycotina,GCA_001599395.1
Ascomycota,Saccharomycotina,GCA_030556775.1
Ascomycota,Saccharomycotina,GCA_030575095.1
Ascomycota,Saccharomycotina,GCA_030555905.1
Ascomycota,Saccharomycotina,GCA_030565005.1
Ascomycota,Saccharomycotina,GCA_030565185.1
Ascomycota,Saccharomycotina,GCA_030572695.1
Ascomycota,Saccharomycotina,GCA_002245345.1
Ascomycota,Saccharomycotina,GCA_030572575.1
Ascomycota,Saccharomycotina,GCA_002118035.1
Ascomycota,Saccharomycotina,GCA_036884685.1
Ascomycota,Saccharomycotina,GCA_036884675.1
Ascomycota,Saccharomycotina,GCA_019049425.1
Ascomycota,Saccharomycotina,GCF_019049425.1
Ascomycota,Saccharomycotina,GCA_030571865.1
Ascomycota,Saccharomycotina,GCA_030463055.1
Ascomycota,Saccharomycotina,GCA_016859295.1
Ascomycota,Saccharomycotina,GCA_030570375.1
Ascomycota,Saccharomycotina,GCA_002118155.1
Ascomycota,Saccharomycotina,GCA_030674605.1
Ascomycota,Saccharomycotina,GCA_029581795.1
Ascomycota,Saccharomycotina,GCA_030674765.1
Ascomycota,Saccharomycotina,GCA_030556735.1
Ascomycota,Saccharomycotina,GCA_006942115.1
Ascomycota,Saccharomycotina,GCA_018489445.1
Ascomycota,Saccharomycotina,GCA_030578755.1
Ascomycota,Saccharomycotina,GCA_030571855.1
Ascomycota,Saccharomycotina,GCA_000209165.1
Ascomycota,Saccharomycotina,GCF_000209165.1
Ascomycota,Saccharomycotina,GCA_030564745.1
Ascomycota,Saccharomycotina,GCA_036850825.1
Ascomycota,Saccharomycotina,GCA_001599395.1
Ascomycota,Saccharomycotina,GCA_030556775.1
Ascomycota,Saccharomycotina,GCA_030575095.1
Ascomycota,Saccharomycotina,GCA_030555905.1
Ascomycota,Saccharomycotina,GCA_030565005.1
Ascomycota,Saccharomycotina,GCA_030565185.1
Ascomycota,Saccharomycotina,GCA_030572695.1
Ascomycota,Saccharomycotina,GCA_002245345.1
Ascomycota,Saccharomycotina,GCA_030572575.1
Ascomycota,Saccharomycotina,GCA_002118035.1
Ascomycota,Saccharomycotina,GCA_036884685.1
Ascomycota,Saccharomycotina,GCA_036884675.1
Ascomycota,Saccharomycotina,GCA_019049425.1
Ascomycota,Saccharomycotina,GCF_019049425.1
Ascomycota,Saccharomycotina,GCA_030571865.1
Ascomycota,Saccharomycotina,GCA_030463055.1
Ascomycota,Saccharomycotina,GCA_016859295.1
Ascomycota,Saccharomycotina,GCA_030570375.1
Ascomycota,Saccharomycotina,GCA_002118155.1
Ascomycota,Saccharomycotina,GCA_030674605.1
Ascomycota,Saccharomycotina,GCA_029581795.1
Ascomycota,Saccharomycotina,GCA_030674765.1
Ascomycota,Saccharomycotina,GCA_030556735.1
Ascomycota,Saccharomycotina,GCA_006942115.1
Ascomycota,Saccharomycotina,GCA_018489445.1
Ascomycota,Saccharomycotina,GCA_030578755.1
Ascomycota,Saccharomycotina,GCA_030571855.1
Ascomycota,Saccharomycotina,GCA_000209165.1
Ascomycota,Saccharomycotina,GCF_000209165.1
Ascomycota,Saccharomycotina,GCA_030564745.1
Ascomycota,Saccharomycotina,GCA_036850825.1
Ascomycota,Saccharomycotina,GCA_001599395.1
Ascomycota,Saccharomycotina,GCA_030556775.1
Ascomycota,Saccharomycotina,GCA_030575095.1
Ascomycota,Saccharomycotina,GCA_030555905.1
Ascomycota,Saccharomycotina,GCA_030565005.1
Ascomycota,Saccharomycotina,GCA_030565185.1
Ascomycota,Saccharomycotina,GCA_030572695.1
Ascomycota,Saccharomycotina,GCA_002245345.1
Ascomycota,Saccharomycotina,GCA_030572575.1
Ascomycota,Saccharomycotina,GCA_002118035.1
Ascomycota,Saccharomycotina,GCA_036884685.1
Ascomycota,Saccharomycotina,GCA_036884675.1
Ascomycota,Saccharomycotina,GCA_019049425.1
Ascomycota,Saccharomycotina,GCF_019049425.1
Ascomycota,Saccharomycotina,GCA_030571865.1
Ascomycota,Saccharomycotina,GCA_030463055.1
Ascomycota,Saccharomycotina,GCA_016859295.1
Ascomycota,Saccharomycotina,GCA_030570375.1
Ascomycota,Saccharomycotina,GCA_002118155.1
Ascomycota,Saccharomycotina,GCA_030674605.1
Ascomycota,Saccharomycotina,GCA_029581795.1
Ascomycota,Saccharomycotina,GCA_030674765.1
Ascomycota,Saccharomycotina,GCA_030556735.1
Ascomycota,Saccharomycotina,GCA_006942115.1
Ascomycota,Saccharomycotina,GCA_018489445.1
Ascomycota,Saccharomycotina,GCA_030578755.1
Ascomycota,Saccharomycotina,GCA_030571855.1
Ascomycota,Taphrinomycotina,GCA_027921745.1
Ascomycota,Taphrinomycotina,GCF_027921745.1
Ascomycota,Taphrinomycotina,GCA_032882995.1
Ascomycota,Taphrinomycotina,GCA_000002945.2
Ascomycota,Taphrinomycotina,GCF_000002945.1
Ascomycota,Taphrinomycotina,GCA_000004155.2
