Phylum,Subphylum,Assembly
Ascomycota,Saccharomycotina,GCA_030567695.1
Ascomycota,Saccharomycotina,GCA_003243125.1
Ascomycota,Saccharomycotina,GCA_030569475.1
Ascomycota,Saccharomycotina,GCA_030568755.1
Ascomycota,Saccharomycotina,GCA_030582635.1
Ascomycota,Saccharomycotina,GCA_030572495.1
Ascomycota,Saccharomycotina,GCA_030566835.1
Ascomycota,Saccharomycotina,GCA_030573285.1
Ascomycota,Saccharomycotina,GCA_030563045.1
Ascomycota,Saccharomycotina,GCA_001599135.1
Ascomycota,Saccharomycotina,GCA_030575135.1
Ascomycota,Saccharomycotina,GCA_030563885.1
Ascomycota,Saccharomycotina,GCA_030566715.1
Ascomycota,Saccharomycotina,GCA_030562845.1
Ascomycota,Saccharomycotina,GCA_030674795.1
Ascomycota,Saccharomycotina,GCA_030567675.1
Ascomycota,Saccharomycotina,GCA_030574015.1
Ascomycota,Saccharomycotina,GCA_003706965.1
Ascomycota,Saccharomycotina,GCA_003708705.1
Ascomycota,Saccharomycotina,GCA_030582305.1
Ascomycota,Saccharomycotina,GCA_030556445.1
Ascomycota,Saccharomycotina,GCA_030582915.1
Ascomycota,Saccharomycotina,GCA_003708745.2
Ascomycota,Saccharomycotina,GCA_003708265.3
Ascomycota,Saccharomycotina,GCA_030557525.1
Ascomycota,Saccharomycotina,GCA_030585165.1
Ascomycota,Saccharomycotina,GCA_018343875.1
Ascomycota,Saccharomycotina,GCA_003706755.2
Ascomycota,Saccharomycotina,GCA_030570215.1
Ascomycota,Saccharomycotina,GCA_030557785.1
Ascomycota,Saccharomycotina,GCA_003708755.1
Ascomycota,Saccharomycotina,GCA_030569305.1
Ascomycota,Saccharomycotina,GCA_030564685.1
Ascomycota,Saccharomycotina,GCA_030562985.1
Ascomycota,Saccharomycotina,GCA_030569135.1
Ascomycota,Saccharomycotina,GCA_028532805.1
Ascomycota,Saccharomycotina,GCA_011037055.1
Ascomycota,Saccharomycotina,GCA_028532825.1
Ascomycota,Saccharomycotina,GCA_014049485.1
Ascomycota,Saccharomycotina,GCA_014825715.1
Ascomycota,Saccharomycotina,GCA_005890695.1
Ascomycota,Saccharomycotina,GCA_005890705.1
Ascomycota,Saccharomycotina,GCA_005890685.1
Ascomycota,Saccharomycotina,GCA_023623405.1
Ascomycota,Saccharomycotina,GCA_037041175.1
Ascomycota,Saccharomycotina,GCA_029931665.1
Ascomycota,Saccharomycotina,GCA_029931525.1
Ascomycota,Saccharomycotina,GCA_037039665.1
Ascomycota,Saccharomycotina,GCA_029931725.1
Ascomycota,Saccharomycotina,GCA_029931505.1
Ascomycota,Saccharomycotina,GCA_029931675.1
Ascomycota,Saccharomycotina,GCA_029931585.1
Ascomycota,Saccharomycotina,GCA_029931515.1
Ascomycota,Saccharomycotina,GCA_029931695.1
Ascomycota,Saccharomycotina,GCA_029931595.1
Ascomycota,Saccharomycotina,GCA_023623345.1
Ascomycota,Saccharomycotina,GCA_029931635.1
Ascomycota,Saccharomycotina,GCA_029931615.1
Ascomycota,Saccharomycotina,GCA_029931495.1
Ascomycota,Saccharomycotina,GCA_025766415.1
Ascomycota,Saccharomycotina,GCA_025766435.1
Ascomycota,Saccharomycotina,GCA_002276455.1
Ascomycota,Saccharomycotina,GCA_025766445.1
Ascomycota,Saccharomycotina,GCA_015345785.1
Ascomycota,Saccharomycotina,GCA_025766515.1
Ascomycota,Saccharomycotina,GCA_025766535.1
Ascomycota,Saccharomycotina,GCA_025766595.1
Ascomycota,Saccharomycotina,GCA_002259885.1
Ascomycota,Saccharomycotina,GCA_025766345.1
Ascomycota,Saccharomycotina,GCA_025766575.1
Ascomycota,Saccharomycotina,GCA_015345625.1
Ascomycota,Saccharomycotina,GCA_025767555.1
Ascomycota,Saccharomycotina,GCA_002259875.1
Ascomycota,Saccharomycotina,GCA_015344855.1
Ascomycota,Saccharomycotina,GCA_015227795.1
Ascomycota,Saccharomycotina,GCA_025766475.1
Ascomycota,Saccharomycotina,GCA_002259805.1
Ascomycota,Saccharomycotina,GCA_015345725.1
Ascomycota,Saccharomycotina,GCA_015344895.1
Ascomycota,Saccharomycotina,GCA_002259865.1
Ascomycota,Saccharomycotina,GCA_015345685.1
Ascomycota,Saccharomycotina,GCA_015345835.1
Ascomycota,Saccharomycotina,GCA_015345745.1
Ascomycota,Saccharomycotina,GCA_015345665.1
Ascomycota,Saccharomycotina,GCA_015345605.1
Ascomycota,Saccharomycotina,GCA_015345815.1
Ascomycota,Saccharomycotina,GCA_015345795.1
Ascomycota,Saccharomycotina,GCA_023623395.1
Ascomycota,Saccharomycotina,GCA_037040415.1
Ascomycota,Saccharomycotina,GCA_037040515.1
Ascomycota,Saccharomycotina,GCA_037040595.1
Ascomycota,Saccharomycotina,GCA_000784655.1
Ascomycota,Saccharomycotina,GCA_000784635.1
Ascomycota,Saccharomycotina,GCA_000447555.1
Ascomycota,Saccharomycotina,GCA_000447475.1
Ascomycota,Saccharomycotina,GCA_000447575.1
Ascomycota,Saccharomycotina,GCA_000447515.1
Ascomycota,Saccharomycotina,GCA_000774085.1
Ascomycota,Saccharomycotina,GCA_000447635.1
Ascomycota,Saccharomycotina,GCA_000775455.1
Ascomycota,Saccharomycotina,GCA_000447615.1
Ascomycota,Saccharomycotina,GCA_000447455.1
Ascomycota,Saccharomycotina,GCA_000784515.1
Ascomycota,Saccharomycotina,GCA_000784505.1
Ascomycota,Saccharomycotina,GCA_000447595.1
Ascomycota,Saccharomycotina,GCA_000447535.1
Ascomycota,Saccharomycotina,GCA_000447495.1
Ascomycota,Saccharomycotina,GCA_000775525.1
Ascomycota,Saccharomycotina,GCA_000773805.1
Ascomycota,Saccharomycotina,GCA_000773845.1
Ascomycota,Saccharomycotina,GCA_000773755.1
Ascomycota,Saccharomycotina,GCA_000775445.1
Ascomycota,Saccharomycotina,GCA_000784525.1
Ascomycota,Saccharomycotina,GCA_000784695.1
Ascomycota,Saccharomycotina,GCA_000773825.1
Ascomycota,Saccharomycotina,GCA_000784495.1
Ascomycota,Saccharomycotina,GCA_000784575.1
Ascomycota,Saccharomycotina,GCA_000773745.1
Ascomycota,Saccharomycotina,GCA_000784615.1
Ascomycota,Saccharomycotina,GCA_000773735.1
Ascomycota,Saccharomycotina,GCA_000773725.1
Ascomycota,Saccharomycotina,GCA_000775505.1
Ascomycota,Saccharomycotina,GCA_000775465.1
Ascomycota,Saccharomycotina,GCA_000784595.1
Ascomycota,Saccharomycotina,GCA_000691765.2
Ascomycota,Saccharomycotina,GCA_019968925.1
Ascomycota,Saccharomycotina,GCA_018902005.1
Ascomycota,Saccharomycotina,GCA_032888605.1
Ascomycota,Saccharomycotina,GCA_032694455.1
Ascomycota,Saccharomycotina,GCA_032694485.1
Ascomycota,Saccharomycotina,GCA_032694475.1
Ascomycota,Saccharomycotina,GCA_035771725.1
Ascomycota,Saccharomycotina,GCA_035772345.1
Ascomycota,Saccharomycotina,GCA_035771885.1
Ascomycota,Saccharomycotina,GCA_035771735.1
Ascomycota,Saccharomycotina,GCA_035772365.1
Ascomycota,Saccharomycotina,GCA_035771925.1
Ascomycota,Saccharomycotina,GCA_035771935.1
Ascomycota,Saccharomycotina,GCA_035772305.1
Ascomycota,Saccharomycotina,GCA_035772215.1
Ascomycota,Saccharomycotina,GCA_035771765.1
Ascomycota,Saccharomycotina,GCA_035771895.1
Ascomycota,Saccharomycotina,GCA_035772105.1
Ascomycota,Saccharomycotina,GCA_035772265.1
Ascomycota,Saccharomycotina,GCA_035772165.1
Ascomycota,Saccharomycotina,GCA_035772185.1
Ascomycota,Saccharomycotina,GCA_035771965.1
Ascomycota,Saccharomycotina,GCA_035772375.1
Ascomycota,Saccharomycotina,GCA_035772125.1
Ascomycota,Saccharomycotina,GCA_035771715.1
Ascomycota,Saccharomycotina,GCA_035771705.1
Ascomycota,Saccharomycotina,GCA_030122265.1
Ascomycota,Saccharomycotina,GCA_032694645.1
Ascomycota,Saccharomycotina,GCA_002759435.2
Ascomycota,Saccharomycotina,GCA_024706545.1
Ascomycota,Saccharomycotina,GCA_032694655.1
Ascomycota,Saccharomycotina,GCA_027563645.1
Ascomycota,Saccharomycotina,GCA_027563715.1
Ascomycota,Saccharomycotina,GCA_027886145.1
Ascomycota,Saccharomycotina,GCA_027563705.1
Ascomycota,Saccharomycotina,GCA_032694445.1
Ascomycota,Saccharomycotina,GCA_027563635.1
Ascomycota,Saccharomycotina,GCA_032694685.1
Ascomycota,Saccharomycotina,GCA_032694465.1
Ascomycota,Saccharomycotina,GCA_014638805.1
Ascomycota,Saccharomycotina,GCA_014638895.1
Ascomycota,Saccharomycotina,GCA_014638765.1
Ascomycota,Saccharomycotina,GCA_014638825.1
Ascomycota,Saccharomycotina,GCA_027563725.1
Ascomycota,Saccharomycotina,GCA_014638885.1
Ascomycota,Saccharomycotina,GCA_947395165.1
Ascomycota,Saccharomycotina,GCA_014638875.1
Ascomycota,Saccharomycotina,GCA_014638775.1
Ascomycota,Saccharomycotina,GCA_014638965.1
Ascomycota,Saccharomycotina,GCA_014638955.1
Ascomycota,Saccharomycotina,GCA_025429525.1
Ascomycota,Saccharomycotina,GCA_009602605.1
Ascomycota,Saccharomycotina,GCA_032694745.1
Ascomycota,Saccharomycotina,GCA_027563775.1
Ascomycota,Saccharomycotina,GCA_902703435.1
Ascomycota,Saccharomycotina,GCA_902703835.1
Ascomycota,Saccharomycotina,GCA_902703495.1
Ascomycota,Saccharomycotina,GCA_902703535.1
Ascomycota,Saccharomycotina,GCA_902703445.1
Ascomycota,Saccharomycotina,GCA_902703475.1
Ascomycota,Saccharomycotina,GCA_902703805.1
Ascomycota,Saccharomycotina,GCA_902703525.1
Ascomycota,Saccharomycotina,GCA_902703825.1
Ascomycota,Saccharomycotina,GCA_032694695.1
Ascomycota,Saccharomycotina,GCA_902703555.1
Ascomycota,Saccharomycotina,GCA_902703585.1
Ascomycota,Saccharomycotina,GCA_902703815.1
Ascomycota,Saccharomycotina,GCA_902703455.1
Ascomycota,Saccharomycotina,GCA_902703575.1
Ascomycota,Saccharomycotina,GCA_902703725.1
Ascomycota,Saccharomycotina,GCA_902703565.1
Ascomycota,Saccharomycotina,GCA_025429735.1
Ascomycota,Saccharomycotina,GCA_902703465.1
Ascomycota,Saccharomycotina,GCA_025430335.1
Ascomycota,Saccharomycotina,GCA_025429895.1
Ascomycota,Saccharomycotina,GCA_902703515.1
Ascomycota,Saccharomycotina,GCA_902703685.1
Ascomycota,Saccharomycotina,GCA_902703485.1
Ascomycota,Saccharomycotina,GCA_025429745.1
Ascomycota,Saccharomycotina,GCA_902703505.1
Ascomycota,Saccharomycotina,GCA_025430405.1
Ascomycota,Saccharomycotina,GCA_902703675.1
Ascomycota,Saccharomycotina,GCA_025429755.1
Ascomycota,Saccharomycotina,GCA_003014415.1
Ascomycota,Saccharomycotina,GCA_025430195.1
Ascomycota,Saccharomycotina,GCA_025430385.1
Ascomycota,Saccharomycotina,GCA_025430355.1
Ascomycota,Saccharomycotina,GCA_025430785.1
Ascomycota,Saccharomycotina,GCA_025429595.1
Ascomycota,Saccharomycotina,GCA_025429885.1
Ascomycota,Saccharomycotina,GCA_025430635.1
Ascomycota,Saccharomycotina,GCA_902712165.3
Ascomycota,Saccharomycotina,GCA_902703595.1
Ascomycota,Saccharomycotina,GCA_902712155.3
Ascomycota,Saccharomycotina,GCA_004287075.1
Ascomycota,Saccharomycotina,GCA_902712195.3
Ascomycota,Saccharomycotina,GCA_027563765.1
Ascomycota,Saccharomycotina,GCA_902712115.3
Ascomycota,Saccharomycotina,GCA_026743825.1
Ascomycota,Saccharomycotina,GCA_902712265.3
Ascomycota,Saccharomycotina,GCA_902712205.3
Ascomycota,Saccharomycotina,GCA_902712135.3
Ascomycota,Saccharomycotina,GCA_902712175.3
Ascomycota,Saccharomycotina,GCA_029619135.1
Ascomycota,Saccharomycotina,GCA_029618695.1
Ascomycota,Saccharomycotina,GCA_029619145.1
Ascomycota,Saccharomycotina,GCA_029618685.1
Ascomycota,Saccharomycotina,GCA_029618675.1
Ascomycota,Saccharomycotina,GCA_902712145.3
Ascomycota,Saccharomycotina,GCA_902712185.3
Ascomycota,Saccharomycotina,GCA_008729205.1
Ascomycota,Saccharomycotina,GCA_035220645.1
Ascomycota,Saccharomycotina,GCA_008729275.1
Ascomycota,Saccharomycotina,GCA_008729195.1
Ascomycota,Saccharomycotina,GCA_008729175.1
Ascomycota,Saccharomycotina,GCA_008729255.1
Ascomycota,Saccharomycotina,GCA_008729165.1
Ascomycota,Saccharomycotina,GCA_035582605.1
Ascomycota,Saccharomycotina,GCA_035582505.1
Ascomycota,Saccharomycotina,GCA_035582625.1
Ascomycota,Saccharomycotina,GCA_035582645.1
Ascomycota,Saccharomycotina,GCA_035582555.1
Ascomycota,Saccharomycotina,GCA_902712245.3
Ascomycota,Saccharomycotina,GCA_035582525.1
Ascomycota,Saccharomycotina,GCA_035582585.1
Ascomycota,Saccharomycotina,GCA_902712105.3
Ascomycota,Saccharomycotina,GCA_902712275.3
Ascomycota,Saccharomycotina,GCA_034640365.1
Ascomycota,Saccharomycotina,GCA_037074745.1
Ascomycota,Saccharomycotina,GCA_902712225.3
Ascomycota,Saccharomycotina,GCA_902712835.3
Ascomycota,Saccharomycotina,GCA_902712125.3
Ascomycota,Saccharomycotina,GCA_902712255.3
Ascomycota,Saccharomycotina,GCA_902712215.3
Ascomycota,Saccharomycotina,GCA_902712235.3
Ascomycota,Saccharomycotina,GCA_032714735.1
Ascomycota,Saccharomycotina,GCA_019239295.1
Ascomycota,Saccharomycotina,GCA_032714655.1
Ascomycota,Saccharomycotina,GCA_022984785.1
Ascomycota,Saccharomycotina,GCA_024220415.1
Ascomycota,Saccharomycotina,GCA_032714815.1
Ascomycota,Saccharomycotina,GCA_032714595.1
Ascomycota,Saccharomycotina,GCA_032714675.1
Ascomycota,Saccharomycotina,GCA_017315405.1
Ascomycota,Saccharomycotina,GCA_000633855.1
Ascomycota,Saccharomycotina,GCA_032356445.1
Ascomycota,Saccharomycotina,GCA_032356705.1
Ascomycota,Saccharomycotina,GCA_035078465.1
Ascomycota,Saccharomycotina,GCA_032356805.1
Ascomycota,Saccharomycotina,GCA_032356545.1
Ascomycota,Saccharomycotina,GCA_032356465.1
Ascomycota,Saccharomycotina,GCA_032356665.1
Ascomycota,Saccharomycotina,GCA_032356685.1
Ascomycota,Saccharomycotina,GCA_032356845.1
Ascomycota,Saccharomycotina,GCA_032356885.1
Ascomycota,Saccharomycotina,GCA_032356485.1
Ascomycota,Saccharomycotina,GCA_032356565.1
Ascomycota,Saccharomycotina,GCA_032356505.1
Ascomycota,Saccharomycotina,GCA_032356765.1
Ascomycota,Saccharomycotina,GCA_032356785.1
Ascomycota,Saccharomycotina,GCA_035078385.1
Ascomycota,Saccharomycotina,GCA_035078395.1
Ascomycota,Saccharomycotina,GCA_032356725.1
Ascomycota,Saccharomycotina,GCA_032356745.1
Ascomycota,Saccharomycotina,GCA_032356585.1
Ascomycota,Saccharomycotina,GCA_032356825.1
Ascomycota,Saccharomycotina,GCA_032356865.1
Ascomycota,Saccharomycotina,GCA_035078345.1
Ascomycota,Saccharomycotina,GCA_032356605.1
Ascomycota,Saccharomycotina,GCA_023623695.1
Ascomycota,Saccharomycotina,GCA_025767625.1
Ascomycota,Saccharomycotina,GCA_025767665.1
Ascomycota,Saccharomycotina,GCA_023373895.1
Ascomycota,Saccharomycotina,GCA_025767685.1
Ascomycota,Saccharomycotina,GCA_025767605.1
Ascomycota,Saccharomycotina,GCA_023623415.1
Ascomycota,Saccharomycotina,GCA_021019025.2
Ascomycota,Saccharomycotina,GCA_021018955.2
Ascomycota,Saccharomycotina,GCA_021018975.2
Ascomycota,Saccharomycotina,GCA_021018935.2
Ascomycota,Saccharomycotina,GCA_002864075.1
Ascomycota,Saccharomycotina,GCA_029582195.1
Ascomycota,Saccharomycotina,GCA_006942135.1
Ascomycota,Saccharomycotina,GCA_000006335.3
Ascomycota,Saccharomycotina,GCA_014049495.1
Ascomycota,Saccharomycotina,GCA_014049445.1
Ascomycota,Saccharomycotina,GCA_014049585.1
Ascomycota,Saccharomycotina,GCA_903989565.1
Ascomycota,Saccharomycotina,GCA_947184175.1
Ascomycota,Saccharomycotina,GCA_014049455.1
Ascomycota,Saccharomycotina,GCA_032714795.1
Ascomycota,Saccharomycotina,GCA_011316035.2
Ascomycota,Saccharomycotina,GCA_000982555.2
Ascomycota,Saccharomycotina,GCA_900004165.1
Ascomycota,Saccharomycotina,GCA_000982675.1
Ascomycota,Saccharomycotina,GCA_025767985.1
Ascomycota,Saccharomycotina,GCA_025767885.1
Ascomycota,Saccharomycotina,GCA_025767995.1
Ascomycota,Saccharomycotina,GCA_025767905.1
Ascomycota,Saccharomycotina,GCA_025767715.1
Ascomycota,Saccharomycotina,GCA_025767775.1
Ascomycota,Saccharomycotina,GCA_025768045.1
Ascomycota,Saccharomycotina,GCA_037041095.1
Ascomycota,Saccharomycotina,GCA_037041125.1
Ascomycota,Saccharomycotina,GCA_008764215.1
Ascomycota,Saccharomycotina,GCA_025767915.1
Ascomycota,Saccharomycotina,GCA_016735785.1
Ascomycota,Saccharomycotina,GCA_025767825.1
Ascomycota,Saccharomycotina,GCA_025768005.1
Ascomycota,Saccharomycotina,GCA_025767895.1
Ascomycota,Saccharomycotina,GCA_037040715.1
Ascomycota,Saccharomycotina,GCA_016735825.1
Ascomycota,Saccharomycotina,GCA_032357095.1
Ascomycota,Saccharomycotina,GCA_025531885.1
Ascomycota,Saccharomycotina,GCA_900002835.2
Ascomycota,Saccharomycotina,GCA_025767575.1
Ascomycota,Saccharomycotina,GCA_004334915.1
Ascomycota,Saccharomycotina,GCA_000304155.1
Ascomycota,Saccharomycotina,GCA_023629675.1
Ascomycota,Saccharomycotina,GCA_037041165.1
Ascomycota,Saccharomycotina,GCA_002008025.1
Ascomycota,Saccharomycotina,GCA_002008015.1
Ascomycota,Saccharomycotina,GCA_002007985.1
Ascomycota,Saccharomycotina,GCA_001442605.1
Ascomycota,Saccharomycotina,GCA_002008075.1
Ascomycota,Saccharomycotina,GCA_002008085.1
Ascomycota,Saccharomycotina,GCA_002008065.1
Ascomycota,Saccharomycotina,GCA_002008095.1
Ascomycota,Saccharomycotina,GCA_002007995.1
Ascomycota,Saccharomycotina,GCA_002864065.1
Ascomycota,Saccharomycotina,GCA_030267585.1
Ascomycota,Saccharomycotina,GCA_030267665.1
Ascomycota,Saccharomycotina,GCA_030267685.1
Ascomycota,Saccharomycotina,GCA_030267825.1
Ascomycota,Saccharomycotina,GCA_030267845.1
Ascomycota,Saccharomycotina,GCA_002926055.1
Ascomycota,Saccharomycotina,GCA_011426285.1
Ascomycota,Saccharomycotina,GCA_000647555.1
Ascomycota,Saccharomycotina,GCA_000647575.1
Ascomycota,Saccharomycotina,GCA_012184645.1
Ascomycota,Saccharomycotina,GCA_012184655.1
Ascomycota,Saccharomycotina,GCA_032714855.1
Ascomycota,Saccharomycotina,GCA_019178775.1
Ascomycota,Saccharomycotina,GCA_008904905.1
Ascomycota,Saccharomycotina,GCA_032714915.1
Ascomycota,Saccharomycotina,GCA_032715015.1
Ascomycota,Saccharomycotina,GCA_032714875.1
Ascomycota,Saccharomycotina,GCA_900069165.1
Ascomycota,Saccharomycotina,GCA_002926085.1
Ascomycota,Saccharomycotina,GCA_011426315.1
Ascomycota,Saccharomycotina,GCA_017654755.1
Ascomycota,Saccharomycotina,GCA_030575055.1
Ascomycota,Saccharomycotina,GCA_003327735.1
Ascomycota,Saccharomycotina,GCF_003327735.1
Ascomycota,Saccharomycotina,GCA_002933435.1
Ascomycota,Saccharomycotina,GCA_030573385.1
Ascomycota,Saccharomycotina,GCA_020281285.1
Ascomycota,Saccharomycotina,GCA_025602875.1
Ascomycota,Saccharomycotina,GCA_013368535.1
Ascomycota,Saccharomycotina,GCA_000344705.1
Ascomycota,Saccharomycotina,GCA_037040545.1
Ascomycota,Saccharomycotina,GCA_001442715.1
Ascomycota,Saccharomycotina,GCA_030582655.1
Ascomycota,Saccharomycotina,GCA_022457055.1
Ascomycota,Saccharomycotina,GCA_001649435.1
Ascomycota,Saccharomycotina,GCA_023623315.1
Ascomycota,Saccharomycotina,GCA_030579995.1
Ascomycota,Saccharomycotina,GCA_030567915.1
Ascomycota,Saccharomycotina,GCA_030570995.1
Ascomycota,Saccharomycotina,GCA_030567955.1
Ascomycota,Saccharomycotina,GCA_030574675.1
Ascomycota,Saccharomycotina,GCA_015708695.1
Ascomycota,Saccharomycotina,GCA_030563385.1
Ascomycota,Saccharomycotina,GCA_030705185.1
Ascomycota,Saccharomycotina,GCA_032774475.1
Ascomycota,Saccharomycotina,GCA_030567895.1
Ascomycota,Saccharomycotina,GCA_030564165.1
Ascomycota,Saccharomycotina,GCA_030580075.1
Ascomycota,Saccharomycotina,GCA_030567155.1
Ascomycota,Saccharomycotina,GCA_030564865.1
Ascomycota,Saccharomycotina,GCA_030563845.1
Ascomycota,Saccharomycotina,GCA_030572555.1
Ascomycota,Saccharomycotina,GCA_030567185.1
Ascomycota,Saccharomycotina,GCA_030557335.1
Ascomycota,Saccharomycotina,GCA_030565265.1
Ascomycota,Saccharomycotina,GCA_002370905.1
Ascomycota,Saccharomycotina,GCA_002374715.1
Ascomycota,Saccharomycotina,GCA_030564465.1
Ascomycota,Saccharomycotina,GCA_030571215.1
Ascomycota,Saccharomycotina,GCA_030566495.1
Ascomycota,Saccharomycotina,GCA_016584195.1
Ascomycota,Saccharomycotina,GCA_002068075.1
Ascomycota,Saccharomycotina,GCA_016584265.1
Ascomycota,Saccharomycotina,GCA_025531545.1
Ascomycota,Saccharomycotina,GCA_025531555.1
Ascomycota,Saccharomycotina,GCA_037040195.1
Ascomycota,Saccharomycotina,GCA_020027085.1
Ascomycota,Saccharomycotina,GCA_004026255.1
Ascomycota,Saccharomycotina,GCA_020027065.1
Ascomycota,Saccharomycotina,GCA_020027055.1
Ascomycota,Saccharomycotina,GCA_937870745.1
Ascomycota,Saccharomycotina,GCA_002775015.1
Ascomycota,Saccharomycotina,GCF_002775015.1
Ascomycota,Saccharomycotina,GCA_001189475.1
Ascomycota,Saccharomycotina,GCF_001189475.1
Ascomycota,Saccharomycotina,GCA_029290645.1
Ascomycota,Saccharomycotina,GCA_020027125.1
Ascomycota,Saccharomycotina,GCA_937873065.1
Ascomycota,Saccharomycotina,GCA_004026445.1
Ascomycota,Saccharomycotina,GCA_004026285.1
Ascomycota,Saccharomycotina,GCA_020027075.1
Ascomycota,Saccharomycotina,GCA_030267865.1
Ascomycota,Saccharomycotina,GCA_027579825.1
Ascomycota,Saccharomycotina,GCA_027579725.1
Ascomycota,Saccharomycotina,GCA_027579925.1
Ascomycota,Saccharomycotina,GCA_027579715.1
Ascomycota,Saccharomycotina,GCA_027579685.1
Ascomycota,Saccharomycotina,GCA_001049995.1
Ascomycota,Pezizomycotina,GCA_000585585.1
Ascomycota,Pezizomycotina,GCF_000585585.1
Ascomycota,Pezizomycotina,GCA_000585565.1
Ascomycota,Pezizomycotina,GCF_000585565.1
Ascomycota,Pezizomycotina,GCA_001692895.1
Ascomycota,Saccharomycotina,GCA_003707825.3
Ascomycota,Saccharomycotina,GCA_030575015.1
Ascomycota,Saccharomycotina,GCA_003706495.1
Ascomycota,Pezizomycotina,GCA_030512305.1
Ascomycota,Pezizomycotina,GCA_033439705.1
Ascomycota,Pezizomycotina,GCA_030512285.1
Ascomycota,Pezizomycotina,GCA_036250225.1
Ascomycota,Pezizomycotina,GCA_004299825.1
Ascomycota,Pezizomycotina,GCA_022965775.1
Ascomycota,Pezizomycotina,GCA_002742065.1
Ascomycota,Pezizomycotina,GCF_002742065.1
Ascomycota,Pezizomycotina,GCA_026725115.1
Ascomycota,Pezizomycotina,GCA_022702355.1
Ascomycota,Pezizomycotina,GCA_019650295.1
Ascomycota,Pezizomycotina,GCF_019650295.1
Ascomycota,Pezizomycotina,GCA_023512815.1
Ascomycota,Pezizomycotina,GCA_000347735.1
Ascomycota,Pezizomycotina,GCA_029490675.1
Ascomycota,Pezizomycotina,GCA_005356885.1
Ascomycota,Pezizomycotina,GCA_022836995.1
Ascomycota,Pezizomycotina,GCA_005356805.1
Ascomycota,Pezizomycotina,GCA_013365195.1
Ascomycota,Pezizomycotina,GCA_002933655.1
Ascomycota,Pezizomycotina,GCA_013365235.1
Ascomycota,Pezizomycotina,GCA_013365245.1
Ascomycota,Pezizomycotina,GCA_033473495.1
Ascomycota,Pezizomycotina,GCA_963585935.1
Ascomycota,Pezizomycotina,GCA_026120055.1
Ascomycota,Pezizomycotina,GCA_003370505.1
Ascomycota,Pezizomycotina,GCA_003370525.1
Ascomycota,Pezizomycotina,GCA_002534735.1
Ascomycota,Pezizomycotina,GCA_003435105.1
Ascomycota,Pezizomycotina,GCA_002084285.1
Ascomycota,Pezizomycotina,GCA_002844615.2
Ascomycota,Pezizomycotina,GCA_009193115.1
Ascomycota,Pezizomycotina,GCA_005356855.1
Ascomycota,Pezizomycotina,GCA_010093985.1
Ascomycota,Pezizomycotina,GCA_002217505.1
Ascomycota,Pezizomycotina,GCA_002994015.1
Ascomycota,Pezizomycotina,GCA_002150695.1
Ascomycota,Pezizomycotina,GCA_033296705.1
Ascomycota,Pezizomycotina,GCA_033439665.1
Ascomycota,Pezizomycotina,GCF_033439665.1
Ascomycota,Pezizomycotina,GCA_000143365.1
Ascomycota,Pezizomycotina,GCF_000143365.1
Ascomycota,Pezizomycotina,GCA_023383405.1
Ascomycota,Pezizomycotina,GCA_033439085.1
Ascomycota,Pezizomycotina,GCF_033439085.1
Ascomycota,Pezizomycotina,GCA_020736525.1
Ascomycota,Pezizomycotina,GCA_020726445.1
Ascomycota,Pezizomycotina,GCA_023628615.1
Ascomycota,Pezizomycotina,GCA_023628535.1
Ascomycota,Pezizomycotina,GCA_023628675.1
Ascomycota,Pezizomycotina,GCA_023628635.1
Ascomycota,Pezizomycotina,GCA_023628575.1
Ascomycota,Pezizomycotina,GCA_001752565.1
Ascomycota,Pezizomycotina,GCA_918026815.1
Ascomycota,Saccharomycotina,GCA_030567395.1
Ascomycota,Saccharomycotina,GCA_030570875.1
Ascomycota,Saccharomycotina,GCA_003706365.1
Ascomycota,Saccharomycotina,GCA_030580415.1
Ascomycota,Saccharomycotina,GCA_003243085.1
Ascomycota,Saccharomycotina,GCA_003705165.1
Ascomycota,Saccharomycotina,GCA_003706345.1
Ascomycota,Pezizomycotina,GCA_963971245.1
Ascomycota,Pezizomycotina,GCA_947623385.2
Ascomycota,Pezizomycotina,GCA_023065455.1
Ascomycota,Pezizomycotina,GCA_000482085.2
Ascomycota,Pezizomycotina,GCA_000444155.1
Ascomycota,Pezizomycotina,GCA_018257855.2
Ascomycota,Pezizomycotina,GCA_006146055.1
Ascomycota,Pezizomycotina,GCA_947623575.2
Ascomycota,Pezizomycotina,GCA_963971275.1
Ascomycota,Pezizomycotina,GCA_000835475.1
Ascomycota,Pezizomycotina,GCF_000835475.1
Ascomycota,Pezizomycotina,GCA_000365165.2
Ascomycota,Pezizomycotina,GCF_000365165.1
Ascomycota,Pezizomycotina,GCA_000585515.1
Ascomycota,Pezizomycotina,GCF_000585515.1
Ascomycota,Pezizomycotina,GCA_000585535.1
Ascomycota,Pezizomycotina,GCF_000585535.1
Ascomycota,Pezizomycotina,GCA_030068005.1
Ascomycota,Pezizomycotina,GCA_000835495.1
Ascomycota,Pezizomycotina,GCF_000835495.1
Ascomycota,Pezizomycotina,GCA_030247875.1
Ascomycota,Pezizomycotina,GCA_000785585.1
Ascomycota,Pezizomycotina,GCA_001700775.1
Ascomycota,Pezizomycotina,GCA_900092765.1
Ascomycota,Pezizomycotina,GCA_033576145.1
