Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
12588,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,COFT1,GCA_003013175.1,1
12589,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NRRL.Y-50541,GCA_001029055.1,1
12590,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,microellipsoides,NRRL.Y-1549,GCA_003707085.2,1
12591,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,globosa,NRRL.Y-12650,GCA_030557585.1,1
12592,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,NRRL.Y-17251,GCA_003706005.2,1
12593,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,franciscae,CBS.2926,GCA_013387355.1,1
12594,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,M5909,GCA_037039825.1,1
12595,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301635.1,1
12596,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301865.1,1
12597,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297975.1,1
12598,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,SRCM101298,GCA_002214845.1,1
12599,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,R8211,GCA_037041995.1,1
12600,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298355.1,1
12601,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301715.1,1
12602,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298645.1,1
12603,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NRRL.Y-866,GCA_030557255.1,1
12604,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297725.1,1
12605,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297435.1,1
12606,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NCYC696,GCA_012851165.1,1
12607,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297385.1,1
12608,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301705.1,1
12609,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302025.1,1
12610,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,DX121-04,GCA_037040955.1,1
12611,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298025.1,1
12612,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301785.1,1
12613,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301955.1,1
12614,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301655.1,1
12615,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301885.1,1
12616,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301725.1,1
12617,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297405.1,1
12618,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301645.1,1
12619,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302035.1,1
12620,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931299445.1,1
12621,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302045.1,1
12622,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297755.1,1
12623,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931299235.1,1
12624,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301815.1,1
12625,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297995.1,1
12626,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298595.1,1
12627,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301935.1,1
12628,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302095.1,1
12629,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298615.1,1
12630,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302135.1,1
12631,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298635.1,1
12632,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,P7018B,GCA_023629075.1,1
12633,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298095.1,1
12634,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302115.1,1
12635,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302055.1,1
12636,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298555.1,1
12637,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301895.1,1
12638,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301745.1,1
12639,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302015.1,1
12640,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301825.1,1
12641,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301915.1,1
12642,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302125.1,1
12643,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302145.1,1
12644,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301965.1,1
12645,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301845.1,1
12646,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301855.1,1
12647,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931303485.1,1
12648,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931306095.1,1
12649,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931305965.1,1
12650,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301835.1,1
12651,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931297985.1,1
12652,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298945.1,1
12653,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931303385.1,1
12654,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931298325.1,1
12655,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931305845.1,1
12656,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_947297895.1,1
12657,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L09,GCA_012851405.1,1
12658,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931303015.1,1
12659,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931303465.1,1
12660,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302085.1,1
12661,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931301775.1,1
12662,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L10,GCA_012851435.1,1
12663,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L11,GCA_012851425.1,1
12664,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L19,GCA_012851245.1,1
12665,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L15,GCA_012851295.1,1
12666,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L20,GCA_012851235.1,1
12667,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L18,GCA_012851275.1,1
12668,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L13,GCA_012851345.1,1
12669,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L12,GCA_012851365.1,1
12670,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,L16,GCA_012851265.1,1
12671,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931303065.1,1
12672,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,microellipsoides,NA,GCA_931305865.1,1
12673,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,microellipsoides,NA,GCA_931305935.1,1
12674,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,quercuum,NA,GCA_931304085.1,1
12675,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.2785,GCA_012851195.1,1
12676,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.5080,GCA_012851155.1,1
12677,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,UWOPS.83-1046.2,GCA_012851005.1,1
12678,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.11123,GCA_012851035.1,1
12679,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.11100,GCA_012851095.1,1
12680,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.11121,GCA_012851065.1,1
12681,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.11124,GCA_012851045.1,1
12682,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.9333,GCA_012851105.1,1
12683,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,maleeae,NA,GCA_931303985.1,1
12684,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_931302065.1,1
12685,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,NA,GCA_937863135.1,1
12686,Tothia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,fuscella,CBS.130266,GCA_010583015.1,1
12687,Trematosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Trematosphaeriaceae,pertusa,CBS.122368,GCA_010094035.1,1
12688,Trematosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Trematosphaeriaceae,pertusa,CBS.122368,GCF_010094035.1,1
12689,Tricharina,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,praecox,CBS.144465,GCA_024521635.1,1
12690,Tricharina,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,praecox,CBS.144465,GCF_024521635.1,1
12691,Trichodelitschia,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeotrichaceae,bisporula,CBS.262.69,GCA_010356995.1,1
12692,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,simmonsii,GH-Sj1,GCA_019565615.1,1
12693,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,semiorbis,FJ059,GCA_020045945.2,1
12694,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,breve,T069,GCA_028502605.1,1
12695,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,breve,T069,GCF_028502605.1,1
12696,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,cornu-damae,KA19-0412C,GCA_020631695.1,1
12697,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a,GCA_000167675.2,1
12698,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a,GCF_000167675.1,1
12699,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,CBS.226.95,GCA_003025095.1,1
12700,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,CBS.226.95,GCF_003025095.1,1
12701,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,CBS.433.97,GCA_003025105.1,1
12702,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,CBS.433.97,GCF_003025105.1,1
12703,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,parareesei,NA,GCA_001050175.1,1
12704,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,aggressivum,CBS.100526,GCA_033847375.1,1
12705,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,aggressivum,CBS.100526,GCF_033847375.1,1
12706,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,oligosporum,CGMCC.3.17527,GCA_015266385.1,1
12707,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,IMI.206040,GCA_000171015.2,1
12708,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,IMI.206040,GCF_000171015.1,1
12709,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,virens,Gv29-8,GCA_000170995.2,1
12710,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,virens,Gv29-8,GCF_000170995.1,1
12711,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,longibrachiatum,FL-4,GCA_026259275.1,1
12712,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,citrinoviride,TUCIM.6016,GCA_003025115.1,1
12713,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,citrinoviride,TUCIM.6016,GCF_003025115.1,1
12714,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,koningiopsis,RA3a,GCA_022985005.1,1
12715,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,viride,Tv-1511,GCA_007896495.1,1
12716,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperelloides,T203,GCA_021066465.1,1
12717,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,hamatum,GD12,GCA_000331835.2,1
12718,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,endophyticum,PP89,GCA_035079535.1,1
12719,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,gamsii,T6085,GCA_001481775.2,1
12720,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,gamsii,T6085,GCF_001481775.2,1
12721,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,afroharzianum,IIPRTh-33,GCA_020736905.1,1
12722,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,brevicompactum,IBT.40841,GCA_003012085.1,1
12723,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,pleuroti,TPhu1,GCA_001721665.1,1
12724,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,gracile,HK011-1,GCA_020002365.1,1
12725,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,arundinaceum,TP19.13,GCA_025919625.1,1
12726,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,koningii,JCM.1883,GCA_001950475.1,1
12727,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,guizhouense,NJAU.4742,GCA_002022785.1,1
12728,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,lixii,MUT.3171,GCA_014468695.1,1
12729,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,CBMAI-0020,GCA_030708095.1,1
12730,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,CBMAI-0179,GCA_029844175.1,1
12731,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,BMH-0061,GCA_030015385.1,1
12732,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,TW21990_1,GCA_010015515.1,1
12733,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,CBMAI-0711,GCA_030708105.1,1
12734,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,orchidacearum,COAD.3006,GCA_023653515.1,1
12735,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,lentiforme,CFAM-422,GCA_011066345.1,1
12736,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,IMV.00454,GCA_001931985.1,1
12737,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,erinaceum,BJ212-21,GCA_026401215.1,1
12738,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,sp.,PF4103,GCA_023628735.1,1
12739,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,polysporum,HZ-31,GCA_030278935.1,1
12740,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atrobrunneum,ITEM.908,GCA_003439915.1,1
12741,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a,GCA_002006585.1,1
12742,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a.x.CBS999.97,GCA_016806795.1,1
12743,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a.x.CBS999.97,GCA_016806875.1,1
12744,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a/CBS999.97,GCA_028871095.1,1
12745,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a.x.CBS999.97,GCA_016806775.1,1
12746,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,CBS999.97,GCA_016806755.1,1
12747,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,CBS999.97,GCA_009835125.1,1
12748,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,QM6a.x.CBS999.97,GCA_016806815.1,1
12749,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,P1,GCA_020647795.1,1
12750,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,DQ-1,GCA_017945965.1,1
12751,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,FT101,GCA_020647865.1,1
12752,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,virens,Gv29-8,GCA_020647635.1,1
12753,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,virens,FT-333,GCA_020647705.1,1
12754,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,citrinoviride,NA,GCA_943193705.1,1
12755,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,CGMCC.20739,GCA_019097725.1,1
12756,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,CGMCC.11653,GCA_026401105.1,1
12757,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,longibrachiatum,ATCC.18648,GCA_003025155.1,1
12758,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,5029,GCA_026225705.1,1
12759,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,5001,GCA_026225735.1,1
12760,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,CBS.999.97,GCA_001999515.1,1
12761,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,SS-II,GCA_004762065.1,1
12762,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,reesei,RUT.C-30,GCA_000513815.1,1
12763,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,T11_W,GCA_010015525.1,1
12764,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,ZL-811,GCA_021186515.1,1
12765,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,IOC-3844,GCA_029844195.1,1
12766,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,CBS.354.33,GCA_033847385.1,1
12767,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,PAR3,GCA_025502635.1,1
12768,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,T4,GCA_026003955.1,1
12769,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,P49P11,GCA_019393575.1,1
12770,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,Tr1,GCA_002894145.1,1
12771,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,PB4401,GCA_023628795.1,1
12772,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,B97,GCA_001990665.1,1
12773,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,MUT.5453,GCA_022788495.1,1
12774,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,T6776,GCA_000988865.1,1
12775,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,harzianum,TR274,GCA_002838845.1,1
12776,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,IMI.206040,GCA_019297715.1,1
12777,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,CG.6828,GCA_020466355.1,1
12778,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,JCM.9410,GCA_001599035.1,1
12779,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,SC1,GCA_028554805.1,1
12780,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,XS2015,GCA_000963795.1,1
12781,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,atroviride,LY357,GCA_002916895.1,1
12782,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,CKCT-S.1,GCA_037177835.1,1
12783,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,SM-12F1,GCA_014839745.1,1
12784,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,ICC.012,GCA_036173025.1,1
12785,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,IC-1,GCA_013423425.1,1
12786,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,PT3102,GCA_023628755.1,1
12787,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,Ts93,GCA_004154885.1,1
12788,Trichoderma,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreaceae,asperellum,TGT2021,GCA_034769445.1,1
